--- Page 28 ---
1| Character: 'ç' | Code: 231 | Mapped: 'ח'
206| Character: '‡' | Code: 8225 | Mapped: 'א'
207| Character: 'È' | Code: 200 | Mapped: 'י'
208| Character: '‰' | Code: 8240 | Mapped: 'ה'
209| Character: ' ' | Code: 32 | Mapped: ' '
210| Character: '˙' | Code: 729 | Mapped: 'ת'
211| Character: 'Ó' | Code: 211 | Mapped: 'מ'
212| Character: '‡' | Code: 8225 | Mapped: 'א'
213| Character: '‰' | Code: 8240 | Mapped: 'ה'
214| Character: ' ' | Code: 32 | Mapped: ' '
215| Character: 'Ï' | Code: 207 | Mapped: 'ל'
216| Character: '·' | Code: 183 | Mapped: 'ב'
217| Character: '‡' | Code: 8225 | Mapped: 'א'
218| Character: ' ' | Code: 32 | Mapped: ' '
219| Character: ',' | Code: 44 | Mapped: ','
220| Character: "'" | Code: 39 | Mapped: "'"
221| Character: 'Â' | Code: 194 | Mapped: 'ו'
222| Character: 'Î' | Code: 206 | Mapped: 'כ'
223| Character: ' ' | Code: 32 | Mapped: ' '
224| Character: 'Ì' | Code: 204 | Mapped: 'ם'
225| Character: 'È' | Code: 200 | Mapped: 'י'
226| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
227| Character: 'È' | Code: 200 | Mapped: 'י'
228| Character: 'Ú' | Code: 218 | Mapped: 'ע'
229| Character: ' ' | Code: 32 | Mapped: ' '
230| Character: '˙' | Code: 729 | Mapped: 'ת'
231| Character: 'Ê' | Code: 202 | Mapped: 'ז'
232| Character: 'È' | Code: 200 | Mapped: 'י'
233| Character: 'Á' | Code: 193 | Mapped: 'ח'
234| Character: '‡' | Code: 8225 | Mapped: 'א'
235| Character: ' ' | Code: 32 | Mapped: ' '
236| Character: 'Ï' | Code: 207 | Mapped: 'ל'
237| Character: '˘' | Code: 728 | Mapped: 'ש'
238| Character: ' ' | Code: 32 | Mapped: ' '
239| Character: 'Ô' | Code: 212 | Mapped: 'ן'
240| Character: 'È' | Code: 200 | Mapped: 'י'
241| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
242| Character: 'Ú' | Code: 218 | Mapped: 'ע'
243| Character: 'Ï' | Code: 207 | Mapped: 'ל'
244| Character: ' ' | Code: 32 | Mapped: ' '
245| Character: '\n' | Code: 10 | Mapped: '\n'
246| Character: 'Ï' | Code: 207 | Mapped: 'ל'
247| Character: 'Î' | Code: 206 | Mapped: 'כ'
248| Character: '‰' | Code: 8240 | Mapped: 'ה'
249| Character: ' ' | Code: 32 | Mapped: ' '
250| Character: '˙' | Code: 729 | Mapped: 'ת'
251| Character: 'Â' | Code: 194 | Mapped: 'ו'
252| Character: '‡' | Code: 8225 | Mapped: 'א'
253| Character: 'È' | Code: 200 | Mapped: 'י'
254| Character: 'ˆ' | Code: 710 | Mapped: 'צ'
255| Character: '\n' | Code: 10 | Mapped: '\n'
256| Character: "'" | Code: 39 | Mapped: "'"
257| Character: 'È' | Code: 200 | Mapped: 'י'
258| Character: 'Â' | Code: 194 | Mapped: 'ו'
259| Character: '‰' | Code: 8240 | Mapped: 'ה'
260| Character: ' ' | Code: 32 | Mapped: ' '
261| Character: 'Ì' | Code: 204 | Mapped: 'ם'
262| Character: 'È' | Code: 200 | Mapped: 'י'
263| Character: 'Ï' | Code: 207 | Mapped: 'ל'
264| Character: '‡' | Code: 8225 | Mapped: 'א'
265| Character: '·' | Code: 183 | Mapped: 'ב'
266| Character: ' ' | Code: 32 | Mapped: ' '
267| Character: '‰' | Code: 8240 | Mapped: 'ה'
268| Character: 'Î' | Code: 206 | Mapped: 'כ'
269| Character: 'Â' | Code: 194 | Mapped: 'ו'
270| Character: 'Ó' | Code: 211 | Mapped: 'מ'
271| Character: 'Î' | Code: 206 | Mapped: 'כ'
272| Character: ' ' | Code: 32 | Mapped: ' '
273| Character: 'È' | Code: 200 | Mapped: 'י'
274| Character: 'Ó' | Code: 211 | Mapped: 'מ'
275| Character: ' ' | Code: 32 | Mapped: ' '
276| Character: ',' | Code: 44 | Mapped: ','
277| Character: '˙' | Code: 729 | Mapped: 'ת'
278| Character: 'È' | Code: 200 | Mapped: 'י'
279| Character: '˙' | Code: 729 | Mapped: 'ת'
280| Character: 'È' | Code: 200 | Mapped: 'י'
281| Character: 'Ó' | Code: 211 | Mapped: 'מ'
282| Character: '‡' | Code: 8225 | Mapped: 'א'
283| Character: '‰' | Code: 8240 | Mapped: 'ה'
284| Character: ' ' | Code: 32 | Mapped: ' '
285| Character: '˙' | Code: 729 | Mapped: 'ת'
286| Character: 'Â' | Code: 194 | Mapped: 'ו'
287| Character: '‡' | Code: 8225 | Mapped: 'א'
288| Character: 'È' | Code: 200 | Mapped: 'י'
289| Character: 'ˆ' | Code: 710 | Mapped: 'צ'
290| Character: 'Ó' | Code: 211 | Mapped: 'מ'
291| Character: '‰' | Code: 8240 | Mapped: 'ה'
292| Character: ' ' | Code: 32 | Mapped: ' '
293| Character: '‡' | Code: 8225 | Mapped: 'א'
294| Character: 'È' | Code: 200 | Mapped: 'י'
295| Character: '‰' | Code: 8240 | Mapped: 'ה'
296| Character: '\n' | Code: 10 | Mapped: '\n'
297| Character: '5' | Code: 53 | Mapped: '5'
298| Character: '8' | Code: 56 | Mapped: '8'
299| Character: '\n' | Code: 10 | Mapped: '\n'
300| Character: 'Â' | Code: 194 | Mapped: 'ו'
301| Character: '„' | Code: 8222 | Mapped: 'ד'
302| Character: '·' | Code: 183 | Mapped: 'ב'
303| Character: 'Ï' | Code: 207 | Mapped: 'ל'
304| Character: 'Ó' | Code: 211 | Mapped: 'מ'
305| Character: ' ' | Code: 32 | Mapped: ' '
306| Character: '„' | Code: 8222 | Mapped: 'ד'
307| Character: 'Â' | Code: 194 | Mapped: 'ו'
308| Character: 'Ú' | Code: 218 | Mapped: 'ע'
309| Character: ' ' | Code: 32 | Mapped: ' '
310| Character: 'Ô' | Code: 212 | Mapped: 'ן'
311| Character: 'È' | Code: 200 | Mapped: 'י'
312| Character: '‡' | Code: 8225 | Mapped: 'א'
313| Character: '„' | Code: 8222 | Mapped: 'ד'
314| Character: ' ' | Code: 32 | Mapped: ' '
315| Character: ',' | Code: 44 | Mapped: ','
316| Character: '\n' | Code: 10 | Mapped: '\n'
317| Character: '5' | Code: 53 | Mapped: '5'
318| Character: '9' | Code: 57 | Mapped: '9'
319| Character: '.' | Code: 46 | Mapped: '.'
320| Character: '\n' | Code: 10 | Mapped: '\n'
321| Character: ' ' | Code: 32 | Mapped: ' '
322| Character: '˜' | Code: 732 | Mapped: 'ק'
323| Character: '"' | Code: 34 | Mapped: '"'
324| Character: 'Î' | Code: 206 | Mapped: 'כ'
325| Character: ' ' | Code: 32 | Mapped: ' '
326| Character: '¯' | Code: 175 | Mapped: 'ר'
327| Character: '‡' | Code: 8225 | Mapped: 'א'
328| Character: '·' | Code: 183 | Mapped: 'ב'
329| Character: 'Ó' | Code: 211 | Mapped: 'מ'
330| Character: ' ' | Code: 32 | Mapped: ' '
331| Character: '‰' | Code: 8240 | Mapped: 'ה'
332| Character: 'Ê' | Code: 202 | Mapped: 'ז'
333| Character: '·' | Code: 183 | Mapped: 'ב'
334| Character: 'Â' | Code: 194 | Mapped: 'ו'
335| Character: '\n' | Code: 10 | Mapped: '\n'
336| Character: 'Ô' | Code: 212 | Mapped: 'ן'
337| Character: 'Â' | Code: 194 | Mapped: 'ו'
338| Character: '˙' | Code: 729 | Mapped: 'ת'
339| Character: 'Á' | Code: 193 | Mapped: 'ח'
340| Character: '˙' | Code: 729 | Mapped: 'ת'
341| Character: '‰' | Code: 8240 | Mapped: 'ה'
342| Character: ' ' | Code: 32 | Mapped: ' '
343| Character: '‰' | Code: 8240 | Mapped: 'ה'
344| Character: 'Ê' | Code: 202 | Mapped: 'ז'
345| Character: '‰' | Code: 8240 | Mapped: 'ה'
346| Character: ' ' | Code: 32 | Mapped: ' '
347| Character: 'Ì' | Code: 204 | Mapped: 'ם'
348| Character: 'Ï' | Code: 207 | Mapped: 'ל'
349| Character: 'Â' | Code: 194 | Mapped: 'ו'
350| Character: 'Ú' | Code: 218 | Mapped: 'ע'
351| Character: '·' | Code: 183 | Mapped: 'ב'
352| Character: ' ' | Code: 32 | Mapped: ' '
353| Character: 'Ì' | Code: 204 | Mapped: 'ם'
354| Character: '‚' | Code: 8218 | Mapped: 'ג'
355| Character: '˘' | Code: 728 | Mapped: 'ש'
356| Character: ' ' | Code: 32 | Mapped: ' '
357| Character: ',' | Code: 44 | Mapped: ','
358| Character: 'Ï' | Code: 207 | Mapped: 'ל'
359| Character: '"' | Code: 34 | Mapped: '"'
360| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
361| Character: '‰' | Code: 8240 | Mapped: 'ה'
362| Character: ' ' | Code: 32 | Mapped: ' '
363| Character: '˘' | Code: 728 | Mapped: 'ש'
364| Character: 'Â' | Code: 194 | Mapped: 'ו'
365| Character: '¯' | Code: 175 | Mapped: 'ר'
366| Character: '„' | Code: 8222 | Mapped: 'ד'
367| Character: '·' | Code: 183 | Mapped: 'ב'
368| Character: ' ' | Code: 32 | Mapped: ' '
369| Character: '˘' | Code: 728 | Mapped: 'ש'
370| Character: '"' | Code: 34 | Mapped: '"'
371| Character: '¯' | Code: 175 | Mapped: 'ר'
372| Character: '‰' | Code: 8240 | Mapped: 'ה'
373| Character: 'Ó' | Code: 211 | Mapped: 'מ'
374| Character: ' ' | Code: 32 | Mapped: ' '
375| Character: '¯' | Code: 175 | Mapped: 'ר'
376| Character: '"' | Code: 34 | Mapped: '"'
377| Character: 'Â' | Code: 194 | Mapped: 'ו'
378| Character: 'Ó' | Code: 211 | Mapped: 'מ'
379| Character: '„' | Code: 8222 | Mapped: 'ד'
380| Character: '‡' | Code: 8225 | Mapped: 'א'
381| Character: '\n' | Code: 10 | Mapped: '\n'
382| Character: 'È' | Code: 200 | Mapped: 'י'
383| Character: 'Â' | Code: 194 | Mapped: 'ו'
384| Character: '·' | Code: 183 | Mapped: 'ב'
385| Character: 'È' | Code: 200 | Mapped: 'י'
386| Character: '¯' | Code: 175 | Mapped: 'ר'
387| Character: ' ' | Code: 32 | Mapped: ' '
388| Character: 'È' | Code: 200 | Mapped: 'י'
389| Character: '"' | Code: 34 | Mapped: '"'
390| Character: 'Ú' | Code: 218 | Mapped: 'ע'
391| Character: ' ' | Code: 32 | Mapped: ' '
392| Character: '‡' | Code: 8225 | Mapped: 'א'
393| Character: '¯' | Code: 175 | Mapped: 'ר'
394| Character: '·' | Code: 183 | Mapped: 'ב'
395| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
396| Character: '˘' | Code: 728 | Mapped: 'ש'
397| Character: ')' | Code: 41 | Mapped: ')'
398| Character: '\n' | Code: 10 | Mapped: '\n'
399| Character: '¯' | Code: 175 | Mapped: 'ר'
400| Character: '‡' | Code: 8225 | Mapped: 'א'
401| Character: 'Â' | Code: 194 | Mapped: 'ו'
402| Character: '·' | Code: 183 | Mapped: 'ב'
403| Character: 'Ó' | Code: 211 | Mapped: 'מ'
404| Character: 'Î' | Code: 206 | Mapped: 'כ'
405| Character: 'Â' | Code: 194 | Mapped: 'ו'
406| Character: ' ' | Code: 32 | Mapped: ' '
407| Character: '.' | Code: 46 | Mapped: '.'
408| Character: '˘' | Code: 728 | Mapped: 'ש'
409| Character: 'Ó' | Code: 211 | Mapped: 'מ'
410| Character: 'Ó' | Code: 211 | Mapped: 'מ'
411| Character: ' ' | Code: 32 | Mapped: ' '
412| Character: "'" | Code: 39 | Mapped: "'"
413| Character: '˙' | Code: 729 | Mapped: 'ת'
414| Character: 'È' | Code: 200 | Mapped: 'י'
415| Character: ' ' | Code: 32 | Mapped: ' '
416| Character: 'Â' | Code: 194 | Mapped: 'ו'
417| Character: '˙' | Code: 729 | Mapped: 'ת'
418| Character: 'Â' | Code: 194 | Mapped: 'ו'
419| Character: '‰' | Code: 8240 | Mapped: 'ה'
420| Character: 'Ó' | Code: 211 | Mapped: 'מ'
421| Character: 'Â' | Code: 194 | Mapped: 'ו'
422| Character: ' ' | Code: 32 | Mapped: ' '
423| Character: 'Â' | Code: 194 | Mapped: 'ו'
424| Character: '˙' | Code: 729 | Mapped: 'ת'
425| Character: 'Â' | Code: 194 | Mapped: 'ו'
426| Character: 'Ó' | Code: 211 | Mapped: 'מ'
427| Character: 'ˆ' | Code: 710 | Mapped: 'צ'
428| Character: 'Ú' | Code: 218 | Mapped: 'ע'
429| Character: ' ' | Code: 32 | Mapped: ' '
430| Character: '‡' | Code: 8225 | Mapped: 'א'
431| Character: 'ˆ' | Code: 710 | Mapped: 'צ'
432| Character: 'Ó' | Code: 211 | Mapped: 'מ'
433| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
434| Character: ' ' | Code: 32 | Mapped: ' '
435| Character: '(' | Code: 40 | Mapped: '('
436| Character: 'Ì' | Code: 204 | Mapped: 'ם'
437| Character: 'È' | Code: 200 | Mapped: 'י'
438| Character: 'Ó' | Code: 211 | Mapped: 'מ'
439| Character: 'Â' | Code: 194 | Mapped: 'ו'
440| Character: 'ˆ' | Code: 710 | Mapped: 'צ'
441| Character: 'Ó' | Code: 211 | Mapped: 'מ'
442| Character: 'ˆ' | Code: 710 | Mapped: 'צ'
443| Character: ' ' | Code: 32 | Mapped: ' '
444| Character: '\n' | Code: 10 | Mapped: '\n'
445| Character: 'Â' | Code: 194 | Mapped: 'ו'
446| Character: '‰' | Code: 8240 | Mapped: 'ה'
447| Character: 'È' | Code: 200 | Mapped: 'י'
448| Character: 'Ï' | Code: 207 | Mapped: 'ל'
449| Character: '‡' | Code: 8225 | Mapped: 'א'
450| Character: ' ' | Code: 32 | Mapped: ' '
451| Character: 'Á' | Code: 193 | Mapped: 'ח'
452| Character: '˙' | Code: 729 | Mapped: 'ת'
453| Character: 'Ù' | Code: 217 | Mapped: 'פ'
454| Character: ' ' | Code: 32 | Mapped: ' '
455| Character: '‰' | Code: 8240 | Mapped: 'ה'
456| Character: '"' | Code: 34 | Mapped: '"'
457| Character: '„' | Code: 8222 | Mapped: 'ד'
458| Character: ' ' | Code: 32 | Mapped: ' '
459| Character: '¯' | Code: 175 | Mapped: 'ר'
460| Character: 'Â' | Code: 194 | Mapped: 'ו'
461| Character: '‡' | Code: 8225 | Mapped: 'א'
462| Character: ' ' | Code: 32 | Mapped: ' '
463| Character: '‰' | Code: 8240 | Mapped: 'ה'
464| Character: '¯' | Code: 175 | Mapped: 'ר'
465| Character: 'Â' | Code: 194 | Mapped: 'ו'
466| Character: '˙' | Code: 729 | Mapped: 'ת'
467| Character: '·' | Code: 183 | Mapped: 'ב'
468| Character: '\n' | Code: 10 | Mapped: '\n'
469| Character: '6' | Code: 54 | Mapped: '6'
470| Character: '0' | Code: 48 | Mapped: '0'
471| Character: '\n' | Code: 10 | Mapped: '\n'
472| Character: 'Â' | Code: 194 | Mapped: 'ו'
473| Character: 'Ï' | Code: 207 | Mapped: 'ל'
474| Character: 'È' | Code: 200 | Mapped: 'י'
475| Character: 'Ù' | Code: 217 | Mapped: 'פ'
476| Character: '‡' | Code: 8225 | Mapped: 'א'
477| Character: ' ' | Code: 32 | Mapped: ' '
478| Character: 'Ô' | Code: 212 | Mapped: 'ן'
479| Character: 'Î' | Code: 206 | Mapped: 'כ'
480| Character: 'Ï' | Code: 207 | Mapped: 'ל'
481| Character: 'Â' | Code: 194 | Mapped: 'ו'
482| Character: ' ' | Code: 32 | Mapped: ' '
483| Character: ',' | Code: 44 | Mapped: ','
484| Character: '˙' | Code: 729 | Mapped: 'ת'
485| Character: 'Â' | Code: 194 | Mapped: 'ו'
486| Character: 'Ï' | Code: 207 | Mapped: 'ל'
487| Character: '‚' | Code: 8218 | Mapped: 'ג'
488| Character: '˙' | Code: 729 | Mapped: 'ת'
489| Character: '‰' | Code: 8240 | Mapped: 'ה'
490| Character: '·' | Code: 183 | Mapped: 'ב'
491| Character: ' ' | Code: 32 | Mapped: ' '
492| Character: '‡' | Code: 8225 | Mapped: 'א'
493| Character: 'Â' | Code: 194 | Mapped: 'ו'
494| Character: '‰' | Code: 8240 | Mapped: 'ה'
495| Character: ' ' | Code: 32 | Mapped: ' '
496| Character: '¯' | Code: 175 | Mapped: 'ר'
497| Character: 'Â' | Code: 194 | Mapped: 'ו'
498| Character: '‡' | Code: 8225 | Mapped: 'א'
499| Character: 'Ó' | Code: 211 | Mapped: 'מ'
500| Character: '‰' | Code: 8240 | Mapped: 'ה'
501| Character: '˘' | Code: 728 | Mapped: 'ש'
502| Character: ' ' | Code: 32 | Mapped: ' '
503| Character: '\n' | Code: 10 | Mapped: '\n'
504| Character: 'È' | Code: 200 | Mapped: 'י'
505| Character: 'Ù' | Code: 217 | Mapped: 'פ'
506| Character: '·' | Code: 183 | Mapped: 'ב'
507| Character: ' ' | Code: 32 | Mapped: ' '
508| Character: '¯' | Code: 175 | Mapped: 'ר'
509| Character: 'Â' | Code: 194 | Mapped: 'ו'
510| Character: '‚' | Code: 8218 | Mapped: 'ג'
511| Character: '˘' | Code: 728 | Mapped: 'ש'
512| Character: ' ' | Code: 32 | Mapped: ' '
513| Character: 'Ì' | Code: 204 | Mapped: 'ם'
514| Character: 'È' | Code: 200 | Mapped: 'י'
515| Character: 'Ó' | Code: 211 | Mapped: 'מ'
516| Character: '˘' | Code: 728 | Mapped: 'ש'
517| Character: ' ' | Code: 32 | Mapped: ' '
518| Character: 'Ì' | Code: 204 | Mapped: 'ם'
519| Character: '˘' | Code: 728 | Mapped: 'ש'
520| Character: ' ' | Code: 32 | Mapped: ' '
521| Character: 'Ú' | Code: 218 | Mapped: 'ע'
522| Character: '"' | Code: 34 | Mapped: '"'
523| Character: 'Â' | Code: 194 | Mapped: 'ו'
524| Character: '‰' | Code: 8240 | Mapped: 'ה'
525| Character: 'Â' | Code: 194 | Mapped: 'ו'
526| Character: ' ' | Code: 32 | Mapped: ' '
527| Character: ',' | Code: 44 | Mapped: ','
528| Character: "'" | Code: 39 | Mapped: "'"
529| Character: 'Â' | Code: 194 | Mapped: 'ו'
530| Character: 'Î' | Code: 206 | Mapped: 'כ'
531| Character: ' ' | Code: 32 | Mapped: ' '
532| Character: 'È' | Code: 200 | Mapped: 'י'
533| Character: 'Â' | Code: 194 | Mapped: 'ו'
534| Character: 'ˆ' | Code: 710 | Mapped: 'צ'
535| Character: 'Ó' | Code: 211 | Mapped: 'מ'
536| Character: ' ' | Code: 32 | Mapped: ' '
537| Character: '‰' | Code: 8240 | Mapped: 'ה'
538| Character: '˜' | Code: 732 | Mapped: 'ק'
539| Character: 'Â' | Code: 194 | Mapped: 'ו'
540| Character: 'Ï' | Code: 207 | Mapped: 'ל'
541| Character: '‡' | Code: 8225 | Mapped: 'א'
542| Character: ' ' | Code: 32 | Mapped: ' '
543| Character: 'Ì' | Code: 204 | Mapped: 'ם'
544| Character: '˘' | Code: 728 | Mapped: 'ש'
545| Character: ' ' | Code: 32 | Mapped: ' '
546| Character: '˘' | Code: 728 | Mapped: 'ש'
547| Character: 'È' | Code: 200 | Mapped: 'י'
548| Character: '˘' | Code: 728 | Mapped: 'ש'
549| Character: ' ' | Code: 32 | Mapped: ' '
550| Character: 'Ì' | Code: 204 | Mapped: 'ם'
551| Character: 'È' | Code: 200 | Mapped: 'י'
552| Character: 'Ú' | Code: 218 | Mapped: 'ע'
553| Character: '„' | Code: 8222 | Mapped: 'ד'
554| Character: 'Â' | Code: 194 | Mapped: 'ו'
555| Character: 'È' | Code: 200 | Mapped: 'י'
556| Character: ' ' | Code: 32 | Mapped: ' '
557| Character: '˙' | Code: 729 | Mapped: 'ת'
558| Character: 'Â' | Code: 194 | Mapped: 'ו'
559| Character: '˜' | Code: 732 | Mapped: 'ק'
560| Character: 'Â' | Code: 194 | Mapped: 'ו'
561| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
562| Character: 'È' | Code: 200 | Mapped: 'י'
563| Character: '˙' | Code: 729 | Mapped: 'ת'
564| Character: '\n' | Code: 10 | Mapped: '\n'
565| Character: 'Ï' | Code: 207 | Mapped: 'ל'
566| Character: 'Î' | Code: 206 | Mapped: 'כ'
567| Character: '‰' | Code: 8240 | Mapped: 'ה'
568| Character: '\n' | Code: 10 | Mapped: '\n'
569| Character: '6' | Code: 54 | Mapped: '6'
570| Character: '1' | Code: 49 | Mapped: '1'
571| Character: '\n' | Code: 10 | Mapped: '\n'
572| Character: 'Ú' | Code: 218 | Mapped: 'ע'
573| Character: '"' | Code: 34 | Mapped: '"'
574| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
575| Character: ' ' | Code: 32 | Mapped: ' '
576| Character: '(' | Code: 40 | Mapped: '('
577| Character: '·' | Code: 183 | Mapped: 'ב'
578| Character: '"' | Code: 34 | Mapped: '"'
579| Character: '˘' | Code: 728 | Mapped: 'ש'
580| Character: '¯' | Code: 175 | Mapped: 'ר'
581| Character: 'Â' | Code: 194 | Mapped: 'ו'
582| Character: '‰' | Code: 8240 | Mapped: 'ה'
583| Character: 'Ó' | Code: 211 | Mapped: 'מ'
584| Character: ')' | Code: 41 | Mapped: ')'
585| Character: ' ' | Code: 32 | Mapped: ' '
586| Character: '¯' | Code: 175 | Mapped: 'ר'
587| Character: '"' | Code: 34 | Mapped: '"'
588| Character: 'Â' | Code: 194 | Mapped: 'ו'
589| Character: 'Ó' | Code: 211 | Mapped: 'מ'
590| Character: '„' | Code: 8222 | Mapped: 'ד'
591| Character: '‡' | Code: 8225 | Mapped: 'א'
592| Character: ' ' | Code: 32 | Mapped: ' '
593| Character: 'È' | Code: 200 | Mapped: 'י'
594| Character: '˘' | Code: 728 | Mapped: 'ש'
595| Character: 'Â' | Code: 194 | Mapped: 'ו'
596| Character: '¯' | Code: 175 | Mapped: 'ר'
597| Character: '„' | Code: 8222 | Mapped: 'ד'
598| Character: '·' | Code: 183 | Mapped: 'ב'
599| Character: ' ' | Code: 32 | Mapped: ' '
600| Character: '¯' | Code: 175 | Mapped: 'ר'
601| Character: '˙' | Code: 729 | Mapped: 'ת'
602| Character: 'Â' | Code: 194 | Mapped: 'ו'
603| Character: 'È' | Code: 200 | Mapped: 'י'
604| Character: ' ' | Code: 32 | Mapped: ' '
605| Character: '‰' | Code: 8240 | Mapped: 'ה'
606| Character: 'Î' | Code: 206 | Mapped: 'כ'
607| Character: 'Â' | Code: 194 | Mapped: 'ו'
608| Character: '¯' | Code: 175 | Mapped: 'ר'
609| Character: '‡' | Code: 8225 | Mapped: 'א'
610| Character: '·' | Code: 183 | Mapped: 'ב'
611| Character: ' ' | Code: 32 | Mapped: ' '
612| Character: '¯' | Code: 175 | Mapped: 'ר'
613| Character: '‡' | Code: 8225 | Mapped: 'א'
614| Character: 'Â' | Code: 194 | Mapped: 'ו'
615| Character: '·' | Code: 183 | Mapped: 'ב'
616| Character: 'Ó' | Code: 211 | Mapped: 'מ'
617| Character: 'Î' | Code: 206 | Mapped: 'כ'
618| Character: ')' | Code: 41 | Mapped: ')'
619| Character: ' ' | Code: 32 | Mapped: ' '
620| Character: '\n' | Code: 10 | Mapped: '\n'
621| Character: '6' | Code: 54 | Mapped: '6'
622| Character: '2' | Code: 50 | Mapped: '2'
623| Character: ',' | Code: 44 | Mapped: ','
624| Character: '\n' | Code: 10 | Mapped: '\n'
625| Character: '¯' | Code: 175 | Mapped: 'ר'
626| Character: '"' | Code: 34 | Mapped: '"'
627| Character: 'Â' | Code: 194 | Mapped: 'ו'
628| Character: 'Ó' | Code: 211 | Mapped: 'מ'
629| Character: '„' | Code: 8222 | Mapped: 'ד'
630| Character: '‡' | Code: 8225 | Mapped: 'א'
631| Character: ' ' | Code: 32 | Mapped: ' '
632| Character: 'Á' | Code: 193 | Mapped: 'ח'
633| Character: '"' | Code: 34 | Mapped: '"'
634| Character: 'Â' | Code: 194 | Mapped: 'ו'
635| Character: 'Ó' | Code: 211 | Mapped: 'מ'
636| Character: ' ' | Code: 32 | Mapped: ' '
637| Character: '˜' | Code: 732 | Mapped: 'ק'
638| Character: '"' | Code: 34 | Mapped: '"'
639| Character: 'Î' | Code: 206 | Mapped: 'כ'
640| Character: ' ' | Code: 32 | Mapped: ' '
641| Character: 'È' | Code: 200 | Mapped: 'י'
642| Character: '˘' | Code: 728 | Mapped: 'ש'
643| Character: 'Â' | Code: 194 | Mapped: 'ו'
644| Character: '¯' | Code: 175 | Mapped: 'ר'
645| Character: '„' | Code: 8222 | Mapped: 'ד'
646| Character: '·' | Code: 183 | Mapped: 'ב'
647| Character: 'Â' | Code: 194 | Mapped: 'ו'
648| Character: '\n' | Code: 10 | Mapped: '\n'
649| Character: '6' | Code: 54 | Mapped: '6'
650| Character: '3' | Code: 51 | Mapped: '3'
651| Character: '\n' | Code: 10 | Mapped: '\n'
652| Character: 'Ê' | Code: 202 | Mapped: 'ז'
653| Character: '"' | Code: 34 | Mapped: '"'
654| Character: '‰' | Code: 8240 | Mapped: 'ה'
655| Character: 'Â' | Code: 194 | Mapped: 'ו'
656| Character: 'Ú' | Code: 218 | Mapped: 'ע'
657| Character: '·' | Code: 183 | Mapped: 'ב'
658| Character: ' ' | Code: 32 | Mapped: ' '
659| Character: '‡' | Code: 8225 | Mapped: 'א'
660| Character: 'È' | Code: 200 | Mapped: 'י'
661| Character: '‰' | Code: 8240 | Mapped: 'ה'
662| Character: ' ' | Code: 32 | Mapped: ' '
663| Character: '˙' | Code: 729 | Mapped: 'ת'
664| Character: 'Â' | Code: 194 | Mapped: 'ו'
665| Character: 'Ó' | Code: 211 | Mapped: 'מ'
666| Character: 'ˆ' | Code: 710 | Mapped: 'צ'
667| Character: 'Ú' | Code: 218 | Mapped: 'ע'
668| Character: '‰' | Code: 8240 | Mapped: 'ה'
669| Character: ' ' | Code: 32 | Mapped: ' '
670| Character: '˙' | Code: 729 | Mapped: 'ת'
671| Character: 'Â' | Code: 194 | Mapped: 'ו'
672| Character: 'Ï' | Code: 207 | Mapped: 'ל'
673| Character: '‚' | Code: 8218 | Mapped: 'ג'
674| Character: '˙' | Code: 729 | Mapped: 'ת'
675| Character: '‰' | Code: 8240 | Mapped: 'ה'
676| Character: '˘' | Code: 728 | Mapped: 'ש'
677| Character: ' ' | Code: 32 | Mapped: ' '
678| Character: ',' | Code: 44 | Mapped: ','
679| Character: 'Â' | Code: 194 | Mapped: 'ו'
680| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
681| Character: 'È' | Code: 200 | Mapped: 'י'
682| Character: 'È' | Code: 200 | Mapped: 'י'
683| Character: '‰' | Code: 8240 | Mapped: 'ה'
684| Character: 'Â' | Code: 194 | Mapped: 'ו'
685| Character: ' ' | Code: 32 | Mapped: ' '
686| Character: ',' | Code: 44 | Mapped: ','
687| Character: '(' | Code: 40 | Mapped: '('
688| Character: '\n' | Code: 10 | Mapped: '\n'
689| Character: 'Ô' | Code: 212 | Mapped: 'ן'
690| Character: '˜' | Code: 732 | Mapped: 'ק'
691| Character: 'Ê' | Code: 202 | Mapped: 'ז'
692| Character: '‰' | Code: 8240 | Mapped: 'ה'
693| Character: ' ' | Code: 32 | Mapped: ' '
694| Character: '¯' | Code: 175 | Mapped: 'ר'
695| Character: '"' | Code: 34 | Mapped: '"'
696| Character: 'Â' | Code: 194 | Mapped: 'ו'
697| Character: 'Ó' | Code: 211 | Mapped: 'מ'
698| Character: '„' | Code: 8222 | Mapped: 'ד'
699| Character: '‡' | Code: 8225 | Mapped: 'א'
700| Character: ' ' | Code: 32 | Mapped: ' '
701| Character: '˘' | Code: 728 | Mapped: 'ש'
702| Character: '¯' | Code: 175 | Mapped: 'ר'
703| Character: 'È' | Code: 200 | Mapped: 'י'
704| Character: 'Ù' | Code: 217 | Mapped: 'פ'
705| Character: '˘' | Code: 728 | Mapped: 'ש'
